class,rdf2vec_tag
amphibian,<http://dbpedia.org/resource/Oscaecilia_bassleri>
insect,<http://dbpedia.org/resource/Drosophila_lanaiensis>
amphibian,<http://dbpedia.org/resource/Amolops_formosus>
fish,<http://dbpedia.org/resource/Poecilopsetta>
mammal,<http://dbpedia.org/resource/Kivu_long-haired_shrew>
mammal,<http://dbpedia.org/resource/Blancocamelus>
reptile,<http://dbpedia.org/resource/Uropeltis_broughami>
fish,<http://dbpedia.org/resource/Lesser_moray_eel>
insect,<http://dbpedia.org/resource/Amata_mogadorensis>
amphibian,<http://dbpedia.org/resource/Climbing_salamander>
mammal,<http://dbpedia.org/resource/Crafty_vesper_mouse>
bird,<http://dbpedia.org/resource/Eurasian_skylark>
insect,<http://dbpedia.org/resource/Megatypus>
insect,<http://dbpedia.org/resource/Aneflus_rugicollis>
insect,<http://dbpedia.org/resource/Hyperchirioides>
fish,<http://dbpedia.org/resource/Corydoras_revelatus>
bird,<http://dbpedia.org/resource/Black-tailed_monarch>
mammal,<http://dbpedia.org/resource/Amazon_river_dolphin>
bird,<http://dbpedia.org/resource/Burnished-buff_tanager>
amphibian,<http://dbpedia.org/resource/Scinax_altae>
reptile,<http://dbpedia.org/resource/Calotes_manamendrai>
fish,<http://dbpedia.org/resource/Pseudogobiopsis>
mammal,<http://dbpedia.org/resource/Nanger>
invertebrate,<http://dbpedia.org/resource/Trombidium_mastigotarsum>
fish,<http://dbpedia.org/resource/Sladenia_shaefersi>
insect,<http://dbpedia.org/resource/Coleoxestia_spinipennis>
mammal,<http://dbpedia.org/resource/Northern_white_rhinoceros>
invertebrate,<http://dbpedia.org/resource/Acheronaster>
fish,<http://dbpedia.org/resource/Trachyglanis_intermedius>
fish,<http://dbpedia.org/resource/Sinosaurichthys>
bird,<http://dbpedia.org/resource/Puerto_Rican_tody>
fish,<http://dbpedia.org/resource/Acanthocleithron_chapini>
reptile,<http://dbpedia.org/resource/Rainbow_whiptail>
mammal,<http://dbpedia.org/resource/Giant_eland>
invertebrate,<http://dbpedia.org/resource/Haplophthalmus>
invertebrate,<http://dbpedia.org/resource/Lissocarcinus_orbicularis>
insect,<http://dbpedia.org/resource/Aerenea_robusta>
amphibian,<http://dbpedia.org/resource/Scinax_wandae>
fish,<http://dbpedia.org/resource/Rusty_blenny>
reptile,<http://dbpedia.org/resource/Golden-crowned_snake>
insect,<http://dbpedia.org/resource/Eicochrysops_masai>
insect,<http://dbpedia.org/resource/Dyscophellus>
reptile,<http://dbpedia.org/resource/Zamenis>
bird,<http://dbpedia.org/resource/Sedge_warbler>
invertebrate,<http://dbpedia.org/resource/Rongsharia>
fish,<http://dbpedia.org/resource/Labeobarbus_micronema>
fish,<http://dbpedia.org/resource/Three-banded_butterflyfish>
fish,<http://dbpedia.org/resource/Harlequin_tuskfish>
invertebrate,<http://dbpedia.org/resource/Apomastus_schlingeri>
mammal,<http://dbpedia.org/resource/White-footed_mouse>
mammal,<http://dbpedia.org/resource/Dendromus_insignis>
amphibian,<http://dbpedia.org/resource/Rueppel's_big-eyed_tree_frog>
bird,<http://dbpedia.org/resource/Primobucco>
insect,<http://dbpedia.org/resource/Adoxophyes_psammocyma>
amphibian,<http://dbpedia.org/resource/Amietophrynus_gracilipes>
insect,<http://dbpedia.org/resource/Homona_anopta>
reptile,<http://dbpedia.org/resource/Machadoe's_girdled_lizard>
mammal,<http://dbpedia.org/resource/Tetheopsis>
fish,<http://dbpedia.org/resource/Frontilabrus_caeruleus>
invertebrate,<http://dbpedia.org/resource/Clitaetra>
amphibian,<http://dbpedia.org/resource/Lynch's_Colombian_tree_frog>
fish,<http://dbpedia.org/resource/Anoplopomatidae>
mammal,<http://dbpedia.org/resource/Short-palated_fruit_bat>
reptile,<http://dbpedia.org/resource/Chilorhinophis_butleri>
insect,<http://dbpedia.org/resource/Coleophora_argentula>
bird,<http://dbpedia.org/resource/Green-rumped_parrotlet>
insect,<http://dbpedia.org/resource/Eetion_elia>
mammal,<http://dbpedia.org/resource/Little_Japanese_horseshoe_bat>
insect,<http://dbpedia.org/resource/Acyphoderes_crinita>
mammal,<http://dbpedia.org/resource/Sibuyan_shrew>
mammal,<http://dbpedia.org/resource/Western_false_pipistrelle>
amphibian,<http://dbpedia.org/resource/Tiger_salamander>
mammal,<http://dbpedia.org/resource/Rupp's_mouse>
mammal,<http://dbpedia.org/resource/Roraima_mouse>
mammal,<http://dbpedia.org/resource/Brush_rabbit>
fish,<http://dbpedia.org/resource/Starry_toado>
reptile,<http://dbpedia.org/resource/Anjouan_Island_day_gecko>
mammal,<http://dbpedia.org/resource/Tsaidamotherium>
fish,<http://dbpedia.org/resource/Tropical_scaly-headed_triplefin>
reptile,<http://dbpedia.org/resource/Emydura_tanybaraga>
bird,<http://dbpedia.org/resource/Goeldi's_antbird>
reptile,<http://dbpedia.org/resource/Guadeloupe_Ameiva>
mammal,<http://dbpedia.org/resource/Gorgopithecus>
bird,<http://dbpedia.org/resource/Sabine's_spinetail>
bird,<http://dbpedia.org/resource/Nicobar_scops_owl>
insect,<http://dbpedia.org/resource/Archostemata>
insect,<http://dbpedia.org/resource/Aganoptila_phanarcha>
bird,<http://dbpedia.org/resource/European_roller>
mammal,<http://dbpedia.org/resource/Merycoides>
bird,<http://dbpedia.org/resource/Campbell_albatross>
mammal,<http://dbpedia.org/resource/Mouse>
fish,<http://dbpedia.org/resource/Stegastes>
fish,<http://dbpedia.org/resource/Redbanded_perch>
invertebrate,<http://dbpedia.org/resource/Lametilidae>
invertebrate,<http://dbpedia.org/resource/Pecten_albicans>
mammal,<http://dbpedia.org/resource/Eumuroida>
insect,<http://dbpedia.org/resource/Hemiceratoides_hieroglyphica>
bird,<http://dbpedia.org/resource/Blue-winged_macaw>
insect,<http://dbpedia.org/resource/Histura_perseavora>
insect,<http://dbpedia.org/resource/Prorella_leucata>
mammal,<http://dbpedia.org/resource/Rothschild's_zokor>
fish,<http://dbpedia.org/resource/Awaous_banana>
mammal,<http://dbpedia.org/resource/Makira_flying_fox>
amphibian,<http://dbpedia.org/resource/Mcdonald's_frog>
reptile,<http://dbpedia.org/resource/Acutotyphlops_subocularis>
bird,<http://dbpedia.org/resource/White-shouldered_triller>
amphibian,<http://dbpedia.org/resource/Arthroleptis_loveridgei>
insect,<http://dbpedia.org/resource/Neopolyptychus_pygarga>
fish,<http://dbpedia.org/resource/Pond_smelt>
fish,<http://dbpedia.org/resource/Gollum_galaxias>
mammal,<http://dbpedia.org/resource/Leptauchenia>
fish,<http://dbpedia.org/resource/Phenacorhamdia>
bird,<http://dbpedia.org/resource/Serra_finch>
invertebrate,<http://dbpedia.org/resource/Homarus>
invertebrate,<http://dbpedia.org/resource/Kiwa_hirsuta>
bird,<http://dbpedia.org/resource/Violet-crowned_hummingbird>
invertebrate,<http://dbpedia.org/resource/Hottentotta_finneganae>
invertebrate,<http://dbpedia.org/resource/Barbouriidae>
mammal,<http://dbpedia.org/resource/California_myotis>
amphibian,<http://dbpedia.org/resource/Rhamphophryne_truebae>
mammal,<http://dbpedia.org/resource/Mammuthus_meridionalis>
bird,<http://dbpedia.org/resource/Grey-headed_bushshrike>
insect,<http://dbpedia.org/resource/Kuceraianum>
fish,<http://dbpedia.org/resource/Schistura_finis>
fish,<http://dbpedia.org/resource/Carcharias>
invertebrate,<http://dbpedia.org/resource/Allocosa_brasiliensis>
mammal,<http://dbpedia.org/resource/Caviodon>
fish,<http://dbpedia.org/resource/Nebrius>
fish,<http://dbpedia.org/resource/Fleshfish>
invertebrate,<http://dbpedia.org/resource/Acanthinopus>
bird,<http://dbpedia.org/resource/European_stonechat>
insect,<http://dbpedia.org/resource/Lemaireia_loepoides>
fish,<http://dbpedia.org/resource/Mango_tilapia>
amphibian,<http://dbpedia.org/resource/Gegeneophis_primus>
invertebrate,<http://dbpedia.org/resource/Amblyomma_variegatum>
mammal,<http://dbpedia.org/resource/Pygmy_slow_loris>
invertebrate,<http://dbpedia.org/resource/Aspatharia_divaricata>
bird,<http://dbpedia.org/resource/Parrotfinch>
reptile,<http://dbpedia.org/resource/Cerberus_(snake)>
bird,<http://dbpedia.org/resource/Crescent_honeyeater>
fish,<http://dbpedia.org/resource/Macquaria>
fish,<http://dbpedia.org/resource/Acantholiparis_caecus>
mammal,<http://dbpedia.org/resource/Tanezumi_rat>
fish,<http://dbpedia.org/resource/Eirmotus>
bird,<http://dbpedia.org/resource/Perijá_thistletail>
bird,<http://dbpedia.org/resource/Eudyptula>
bird,<http://dbpedia.org/resource/Tahiti_reed_warbler>
mammal,<http://dbpedia.org/resource/Armenian_shrew>
invertebrate,<http://dbpedia.org/resource/Geosesarma_malayanum>
mammal,<http://dbpedia.org/resource/Two-toed_sloth>
fish,<http://dbpedia.org/resource/Javelin_(fish)>
mammal,<http://dbpedia.org/resource/Pliomys>
insect,<http://dbpedia.org/resource/Agamopsyche>
invertebrate,<http://dbpedia.org/resource/Dysdera_alentejana>
fish,<http://dbpedia.org/resource/Parachaetodon_ocellatus>
bird,<http://dbpedia.org/resource/Ruddy_kingfisher>
mammal,<http://dbpedia.org/resource/Iberian_shrew>
mammal,<http://dbpedia.org/resource/Nephelomys_auriventer>
fish,<http://dbpedia.org/resource/Kiamichi_shiner>
bird,<http://dbpedia.org/resource/Fine-spotted_woodpecker>
fish,<http://dbpedia.org/resource/Grammicolepis_brachiusculus>
fish,<http://dbpedia.org/resource/Palaeonisciformes>
bird,<http://dbpedia.org/resource/Blue-capped_cordon-bleu>
insect,<http://dbpedia.org/resource/Gorgopis_tanganyikaensis>
invertebrate,<http://dbpedia.org/resource/Ligia_cajennensis>
invertebrate,<http://dbpedia.org/resource/Trombicula_autumnalis>
fish,<http://dbpedia.org/resource/Sicyases_sanguineus>
bird,<http://dbpedia.org/resource/Sooty_tern>
bird,<http://dbpedia.org/resource/Salmon-crested_cockatoo>
fish,<http://dbpedia.org/resource/Polygon_moray>
mammal,<http://dbpedia.org/resource/Mediterranean_pine_vole>
reptile,<http://dbpedia.org/resource/Hispaniolan_curlytail_lizard>
reptile,<http://dbpedia.org/resource/Boiga_multomaculata>
insect,<http://dbpedia.org/resource/Syrmoptera>
insect,<http://dbpedia.org/resource/Juxtolena>
insect,<http://dbpedia.org/resource/Cymbalophora_powelli>
insect,<http://dbpedia.org/resource/Colonophora_ictifera>
insect,<http://dbpedia.org/resource/Parnassius_simonius>
invertebrate,<http://dbpedia.org/resource/Albionella_guianensis>
insect,<http://dbpedia.org/resource/Callidrepana_hirayamai>
fish,<http://dbpedia.org/resource/Barbus_tropidolepis>
amphibian,<http://dbpedia.org/resource/Mantidactylus_asper>
mammal,<http://dbpedia.org/resource/Neanderthal>
insect,<http://dbpedia.org/resource/Pseudonaclia>
fish,<http://dbpedia.org/resource/Anodontostoma>
reptile,<http://dbpedia.org/resource/East_Canary_gecko>
insect,<http://dbpedia.org/resource/Heloxycanus>
mammal,<http://dbpedia.org/resource/Red-hipped_squirrel>
invertebrate,<http://dbpedia.org/resource/Africoseiulus>
insect,<http://dbpedia.org/resource/Dichomeris_maturata>
reptile,<http://dbpedia.org/resource/Dominican_slider>
bird,<http://dbpedia.org/resource/Checkered_woodpecker>
insect,<http://dbpedia.org/resource/Stigmella_filipendulae>
invertebrate,<http://dbpedia.org/resource/Rhondes>
reptile,<http://dbpedia.org/resource/Zambezi_flapshell_turtle>
bird,<http://dbpedia.org/resource/Subantarctic_snipe>
fish,<http://dbpedia.org/resource/Salmo_peristericus>
amphibian,<http://dbpedia.org/resource/Dendropsophus_studerae>
insect,<http://dbpedia.org/resource/Dudgeonea>
invertebrate,<http://dbpedia.org/resource/Clubiona_trivialis>
insect,<http://dbpedia.org/resource/Phyllopertha_horticola>
reptile,<http://dbpedia.org/resource/Bitis>
invertebrate,<http://dbpedia.org/resource/Acanthopelma_rufescens>
invertebrate,<http://dbpedia.org/resource/Larinia>
fish,<http://dbpedia.org/resource/Neolamprologus_brichardi>
mammal,<http://dbpedia.org/resource/Pristinictis>
bird,<http://dbpedia.org/resource/Banded_yellow_robin>
fish,<http://dbpedia.org/resource/Swollengut_worm_eel>
invertebrate,<http://dbpedia.org/resource/Abracadabrella_birdsville>
bird,<http://dbpedia.org/resource/McGregor's_cuckooshrike>
insect,<http://dbpedia.org/resource/Anarsia_crassipalpella>
invertebrate,<http://dbpedia.org/resource/Stephanasterias_albula>
fish,<http://dbpedia.org/resource/Ctenochromis_horei>
invertebrate,<http://dbpedia.org/resource/Cryptasterina_pentagona>
mammal,<http://dbpedia.org/resource/Archaeopotamus>
insect,<http://dbpedia.org/resource/Scoparia_crocalis>
fish,<http://dbpedia.org/resource/Chilean_eagle_ray>
reptile,<http://dbpedia.org/resource/Weber's_sailfin_lizard>
fish,<http://dbpedia.org/resource/Apistogrammoides_pucallpaensis>
bird,<http://dbpedia.org/resource/Baird's_sandpiper>
mammal,<http://dbpedia.org/resource/Plains_coyote>
bird,<http://dbpedia.org/resource/Tinkling_cisticola>
bird,<http://dbpedia.org/resource/Laughing_owl>
mammal,<http://dbpedia.org/resource/Dobson's_epauletted_fruit_bat>
mammal,<http://dbpedia.org/resource/Griphopithecus_darwini>
insect,<http://dbpedia.org/resource/Miltochrista_aberrans>
invertebrate,<http://dbpedia.org/resource/Henricia_leviuscula>
mammal,<http://dbpedia.org/resource/Western_pebble-mound_mouse>
bird,<http://dbpedia.org/resource/Wattlebird>
insect,<http://dbpedia.org/resource/Rudenia_paupercula>
insect,<http://dbpedia.org/resource/Stigmella_braunella>
insect,<http://dbpedia.org/resource/Cyanagapanthia>
fish,<http://dbpedia.org/resource/Eritrean_butterflyfish>
fish,<http://dbpedia.org/resource/Batrachomoeus>
insect,<http://dbpedia.org/resource/Micralarctia_australis>
insect,<http://dbpedia.org/resource/Austroicetes_vulgaris>
reptile,<http://dbpedia.org/resource/Micropechis_ikaheka>
insect,<http://dbpedia.org/resource/Furcula_cinerea>
mammal,<http://dbpedia.org/resource/Small-toothed_palm_civet>
invertebrate,<http://dbpedia.org/resource/Phalangiidae>
insect,<http://dbpedia.org/resource/Ant>
bird,<http://dbpedia.org/resource/Guadalcanal_moustached_kingfisher>
invertebrate,<http://dbpedia.org/resource/Callopatiria_granifera>
amphibian,<http://dbpedia.org/resource/Pseudoeurycea_aquatica>
reptile,<http://dbpedia.org/resource/Pseudopus>
fish,<http://dbpedia.org/resource/Hollardia>
mammal,<http://dbpedia.org/resource/Lorentz's_mosaic-tailed_rat>
fish,<http://dbpedia.org/resource/Humpback_whitefish>
reptile,<http://dbpedia.org/resource/List_of_uropeltid_species_and_subspecies>
fish,<http://dbpedia.org/resource/Homaloptera_bilineata>
bird,<http://dbpedia.org/resource/Bachman's_sparrow>
mammal,<http://dbpedia.org/resource/Lavanify>
bird,<http://dbpedia.org/resource/Marsh_tern>
reptile,<http://dbpedia.org/resource/Hooded_scaly-foot>
bird,<http://dbpedia.org/resource/Semiplumbeous_hawk>
bird,<http://dbpedia.org/resource/Wing-snapping_cisticola>
fish,<http://dbpedia.org/resource/Indo-Pacific_shorttail_conger>
invertebrate,<http://dbpedia.org/resource/Popenaias>
bird,<http://dbpedia.org/resource/Chloropeta>
insect,<http://dbpedia.org/resource/Desmia_perfecta>
fish,<http://dbpedia.org/resource/Medialuna_(genus)>
fish,<http://dbpedia.org/resource/Hoosier_cavefish>
insect,<http://dbpedia.org/resource/Rheumaptera_undulata>
invertebrate,<http://dbpedia.org/resource/Pleisiolaelaps>
fish,<http://dbpedia.org/resource/Rattail_skate>
mammal,<http://dbpedia.org/resource/Hazel_dormouse>
fish,<http://dbpedia.org/resource/Salamander_shark>
insect,<http://dbpedia.org/resource/Cyana_heidrunae>
mammal,<http://dbpedia.org/resource/Complex-toothed_flying_squirrel>
invertebrate,<http://dbpedia.org/resource/Cosmophasis_thalassina>
insect,<http://dbpedia.org/resource/Dracontomyia>
amphibian,<http://dbpedia.org/resource/Adenomus_kelaartii>
amphibian,<http://dbpedia.org/resource/Litoria_elkeae>
mammal,<http://dbpedia.org/resource/Pholidocercus>
reptile,<http://dbpedia.org/resource/Striped_whipsnake>
mammal,<http://dbpedia.org/resource/Black_rhinoceros>
bird,<http://dbpedia.org/resource/Black_hawk-eagle>
invertebrate,<http://dbpedia.org/resource/Holoplatys>
fish,<http://dbpedia.org/resource/Malacocottus>
reptile,<http://dbpedia.org/resource/Trimeresurus_albolabris>
reptile,<http://dbpedia.org/resource/Atretium_yunnanensis>
bird,<http://dbpedia.org/resource/Crested_serpent_eagle>
invertebrate,<http://dbpedia.org/resource/Aquilonastra_conandae>
fish,<http://dbpedia.org/resource/Caturus>
invertebrate,<http://dbpedia.org/resource/Lacronia>
invertebrate,<http://dbpedia.org/resource/Paraplatoides>
amphibian,<http://dbpedia.org/resource/Iberospondylus>
fish,<http://dbpedia.org/resource/Ornithoprion>
mammal,<http://dbpedia.org/resource/Grant's_gazelle>
insect,<http://dbpedia.org/resource/Homona_bakeri>
amphibian,<http://dbpedia.org/resource/Scinax_granulatus>
insect,<http://dbpedia.org/resource/Petalium_californicum>
mammal,<http://dbpedia.org/resource/Masked_ringtail_possum>
bird,<http://dbpedia.org/resource/Chilean_flamingo>
insect,<http://dbpedia.org/resource/Caloschemia>
fish,<http://dbpedia.org/resource/White-tip_catshark>
mammal,<http://dbpedia.org/resource/Strigocuscus>
bird,<http://dbpedia.org/resource/Takahē>
bird,<http://dbpedia.org/resource/Spinus_(genus)>
insect,<http://dbpedia.org/resource/Amastus_umber>
mammal,<http://dbpedia.org/resource/Lelwel_hartebeest>
fish,<http://dbpedia.org/resource/Psilodraco_breviceps>
insect,<http://dbpedia.org/resource/Heteromicta_alypeta>
fish,<http://dbpedia.org/resource/Pseudochromis_cyanotaenia>
fish,<http://dbpedia.org/resource/Corydoras_kanei>
mammal,<http://dbpedia.org/resource/Forrest's_mountain_vole>
amphibian,<http://dbpedia.org/resource/Rhinella_pombali>
reptile,<http://dbpedia.org/resource/Gallotia_goliath>
amphibian,<http://dbpedia.org/resource/Austrochaperina_kosarek>
mammal,<http://dbpedia.org/resource/Wanhsien_tiger>
insect,<http://dbpedia.org/resource/Ethmia_nadia>
fish,<http://dbpedia.org/resource/Inocentrus>
bird,<http://dbpedia.org/resource/Flame-breasted_sunbird>
insect,<http://dbpedia.org/resource/Metacala>
bird,<http://dbpedia.org/resource/Grey_crested_tit>
reptile,<http://dbpedia.org/resource/Ramphotyphlops_centralis>
invertebrate,<http://dbpedia.org/resource/Echinaster>
reptile,<http://dbpedia.org/resource/Polychrotidae>
fish,<http://dbpedia.org/resource/Macrourogaleus>
insect,<http://dbpedia.org/resource/Procrica_pilgrima>
bird,<http://dbpedia.org/resource/Psittiparus>
fish,<http://dbpedia.org/resource/Common_rudd>
fish,<http://dbpedia.org/resource/Yellow_stingray>
mammal,<http://dbpedia.org/resource/Manitoban_elk>
insect,<http://dbpedia.org/resource/Eressa_subaurata>
bird,<http://dbpedia.org/resource/Red-faced_parrot>
invertebrate,<http://dbpedia.org/resource/Cryptomartus_hindi>
amphibian,<http://dbpedia.org/resource/Aplastodiscus_ehrhardti>
amphibian,<http://dbpedia.org/resource/Singidella>
reptile,<http://dbpedia.org/resource/Malayan_flat-shelled_turtle>
mammal,<http://dbpedia.org/resource/Viverroidea>
bird,<http://dbpedia.org/resource/Red-whiskered_bulbul>
insect,<http://dbpedia.org/resource/Sybra_sumatrana>
bird,<http://dbpedia.org/resource/Brown-winged_whistling_thrush>
mammal,<http://dbpedia.org/resource/Large-eared_slit-faced_bat>
fish,<http://dbpedia.org/resource/Apateodus>
amphibian,<http://dbpedia.org/resource/Hyperoliinae>
